GrPetYear,pe,pb,peg,shr,revenue,opInm,eps,Assets,Equity,bvps,ROtA,5ROtA,10ROtA,bad5y,bad10y,Industrial,cur,old
1790.HK,6.68,0.54,-0.87,0.0,-0.13,10.7,17.5,9.92,59.83,59.83,,4.64,4.06,0.0,0.0,,HKD,2015
1802.HK,18.55,0.62,-0.49,-0.22,0.03,-3.08,-15.48,12.92,24.62,24.68,,2.47,3.13,1.0,1.0,,CNY,2016
1806.HK,0.0,0.0,,0.64,60.45,171.08,,24.73,50.08,49.77,,2.08,1.5,0.0,1.0,,CNY,2015
1813.HK,1.22,0.07,-0.02,1.07,10.54,1.49,-0.97,18.91,12.56,12.43,,2.69,3.35,1.0,1.0,,CNY,2012
1824.T,0.0,0.0,,0.54,8.96,27.24,24.0,10.64,9.68,9.63,,3.43,2.96,0.0,1.0,,JPY,2012
1829.HK,11.66,0.76,-0.28,0.29,-0.79,-2.12,-2.67,7.5,14.59,14.55,,3.47,4.39,0.0,0.0,,CNY,2011
1836.HK,8.69,0.78,0.01,0.01,-0.07,-1.73,-5.89,1.27,0.96,0.96,,5.23,7.06,1.0,1.0,,USD,2012
1838.HK,0.0,0.0,0.0,-100.0,-11.75,,-100.0,-9.79,-18.55,-18.55,,-31.16,-12.88,2.0,2.0,,CNY,2012
1855.HK,144.74,7.06,-2.62,-0.08,8.15,7.48,-14.98,17.62,21.24,21.26,,3.06,3.34,1.0,1.0,,CNY,2017
1859.HK,2.39,0.1,0.02,0.0,18.83,26.26,28.93,65.79,101.44,101.44,,7.1,10.46,2.0,2.0,,CNY,2016
1881.T,15.33,1.24,0.48,-0.0,1.89,11.84,17.16,4.61,8.71,8.71,,4.93,4.93,0.0,0.0,,JPY,2012
1883.T,0.0,0.0,,-0.53,1.51,4.02,9.76,1.49,2.25,2.26,,5.47,5.87,0.0,0.0,,JPY,2012
1885.HK,11.56,1.23,4.39,5.54,-3.44,5.8,2.89,11.52,39.91,37.82,,9.77,10.48,0.0,0.0,,CNY,2012
1895.HK,3.51,0.47,-0.25,2.52,27.57,43.42,33.49,38.88,54.5,53.16,,10.08,10.85,0.0,0.0,,CNY,2016
1909.HK,0.0,0.0,0.0,-100.0,66.97,86.89,-100.0,74.24,78.39,78.39,,47.34,39.05,0.0,0.0,,CNY,2014
1911.HK,2.05,0.49,0.04,-0.68,14.35,1.31,45.73,40.2,66.99,67.45,,-0.13,2.61,1.0,2.0,,USD,2015
1990.HK,0.0,0.0,,0.0,0.13,1.08,2.68,-0.03,,,,5.22,5.43,0.0,0.0,,CNY,2014
1995.HK,7.68,1.07,0.15,1.95,55.39,94.03,81.35,63.31,79.2,77.69,,9.73,8.7,0.0,1.0,,CNY,2015
1AL.AX,0.0,0.0,,0.0,-100.0,-100.0,-100.0,2.7,3.72,3.72,,12.97,-3457.29,1.0,1.0,,AUD,2015
1HM.DE,0.0,0.0,,7.3,41.55,47.63,38.41,26.33,,,,-18.21,-18.32,3.0,4.0,,USD,2017
1T2.DE,0.67,0.08,0.0,9.25,-1.29,25.99,59.3,-1.15,4.31,3.94,,5.32,-4.22,0.0,4.0,,USD,2012
2002.SR,15.96,2.39,0.03,0.0,-100.0,,,-8.2,9.05,9.05,,6.24,4.24,1.0,3.0,,SAR,2012
2006.HK,54.76,1.22,-1.47,0.0,1.49,6.47,-9.68,14.49,6.56,6.56,,2.24,3.16,1.0,2.0,,CNY,2012
2014.HK,-0.44,-0.5,,3.87,-3.28,,,19.86,,,,-7.08,1.1,2.0,2.0,,CNY,2013
2018.HK,15.46,0.93,-1.31,-0.2,12.17,-0.96,-3.05,18.78,15.25,15.28,,6.66,13.61,1.0,3.0,,CNY,2012
2025.TW,0.0,1.87,0.0,-100.0,-5.01,-100.0,-100.0,-5.28,-11.91,-11.91,,0.0,-3.19,0.0,3.0,,TWD,2009
204320.KS,0.0,0.0,,0.01,-100.0,-100.0,-100.0,3.62,7.4,7.4,100.0,,,,,,KRW,2014
2083.HK,150.86,0.93,-1.81,0.18,10.81,-11.84,-29.19,7.87,-0.9,-0.9,,2.18,0.3,1.0,3.0,,CNY,2011
2103.HK,0.84,0.17,-0.06,0.29,88.5,118.66,136.13,48.22,39.92,39.8,,1.53,1.02,1.0,2.0,,CNY,2016
2117.HK,0.61,0.11,0.09,1.98,29.36,27.56,23.92,23.31,71.68,70.28,,1.83,1.78,0.0,0.0,,CNY,2017
2118.HK,-19.69,0.85,-1.33,0.05,17.36,-0.35,,20.88,5.38,5.37,,-0.04,1.01,2.0,3.0,,CNY,2011
2133.HK,-0.91,0.05,0.0,6.65,-100.0,21.94,27.85,31.19,,,,-2.07,-1.41,1.0,4.0,,CNY,2010
2151.T,0.0,0.0,,3.45,10.27,2.65,7.29,12.23,11.28,10.91,,1.84,3.32,1.0,1.0,,JPY,2012
2156.HK,25.49,4.02,0.62,0.16,36.6,51.48,49.35,13.09,111.15,110.97,,5.9,5.1,0.0,1.0,,CNY,2017
2158.HK,0.0,1.24,0.0,1.99,-100.0,-100.0,-100.0,64.0,,,,,,,,,CNY,2018
2175.HK,8.65,0.71,0.68,-7.84,2.66,-7.79,4.46,19.49,26.46,28.71,,11.69,11.69,0.0,0.0,,CNY,2018
217600.KS,0.0,0.0,0.0,52.72,-100.0,,49.87,32.49,27.87,18.25,,3.63,1.64,0.0,3.0,,KRW,2015
2182.HK,2.74,0.35,-0.03,-100.0,10.7,7.07,-100.0,12.13,18.07,18.07,,8.59,6.77,0.0,2.0,,HKD,2014
2183.HK,3.13,0.73,-0.03,1.77,103.22,26.02,-100.0,48.25,23.6,23.19,,0.15,0.28,1.0,5.0,,CNY,2012
2191.T,-0.22,1.06,-0.0,26.11,-25.72,,,-18.6,-19.5,-15.46,,-138.85,-78.61,4.0,6.0,,JPY,2012
2194.KL,0.0,0.0,,0.0,-8.13,-11.21,1.25,-3.66,4.83,4.83,,1.26,2.31,0.0,4.0,,MYR,2011
2205.HK,4.86,0.61,0.69,-4.69,50.7,61.51,65.01,65.54,177.07,185.78,,10.27,10.27,0.0,0.0,,CNY,2018
2213.HK,-0.81,0.62,0.0,6.83,0.55,,,22.21,8.72,8.16,,-5.3,1.27,1.0,2.0,,CNY,2012
2215.T,-2.74,0.46,0.03,-0.0,-0.42,,13.88,-0.89,0.01,0.01,,-2.95,-0.49,4.0,4.0,,JPY,2012
2216.KL,0.0,0.0,,0.92,5.25,-0.08,2.05,2.92,0.42,0.42,,1.38,2.55,2.0,3.0,,MYR,2012
2228.HK,0.0,0.0,0.0,-0.24,-100.0,,,-46.19,,,,-236.76,-1568.88,3.0,2.0,,CNY,2011
2230.SR,4.02,0.21,-0.71,0.0,6.1,-8.66,-14.66,6.74,1.32,1.32,,1.72,4.7,1.0,3.0,,SAR,2012
2277.HK,0.0,0.0,,15.04,-2.54,,,85.62,62.63,54.44,,-9.13,4.26,1.0,3.0,,HKD,2014
2296.HK,105.92,7.65,-1.52,0.0,18.29,-5.96,-5.34,11.2,29.2,29.2,,12.76,13.09,1.0,1.0,,MOP,2016
2300.HK,0.0,0.0,,-0.23,-1.07,-4.67,-5.19,1.07,0.07,0.07,,8.6,8.7,0.0,0.0,,HKD,2010
2303.HK,0.0,0.0,,0.0,139.5,,,9.67,42.35,42.35,,24.14,10.69,0.0,3.0,,CNY,2013
2308.HK,11.97,0.67,-0.55,0.0,1.22,12.27,6.02,9.19,11.93,11.93,,2.71,3.01,0.0,2.0,,CNY,2012
2323.HK,-0.11,0.07,-0.0,9.83,-4.59,,,7.14,2.15,1.95,,-18.7,-9.5,3.0,6.0,,HKD,2012
2341.HK,3.63,0.46,-0.04,-100.0,11.42,10.67,-100.0,13.05,10.78,10.78,,6.27,5.55,0.0,0.0,,CNY,2012
2345.HK,0.0,0.0,,1.89,13.57,1.24,-5.59,8.64,3.87,3.8,,2.56,2.3,0.0,1.0,,CNY,2010
2346.HK,17.09,1.0,-0.29,0.0,1.1,,-7.59,7.73,41.59,41.59,,10.74,10.39,1.0,1.0,,CNY,2016
2366.HK,-0.36,1.58,-0.01,56.87,-16.2,,-40.48,-5.84,-29.25,-18.64,,-30.42,-44.32,2.0,3.0,,HKD,2009
2379.HK,-0.39,0.55,0.0,8.18,11.25,7.36,25.57,28.66,6.03,5.58,,-6.36,-3.1,1.0,4.0,,CNY,2011
2383.HK,-28.0,-2.3,-0.31,0.18,-9.6,-19.88,-12.31,-4.24,,,,-16.33,-12.35,1.0,5.0,,HKD,2012
2398.HK,-2.23,1.25,0.0,-0.0,-8.17,,,1.21,-4.69,-4.69,,-5.02,0.47,2.0,2.0,,CNY,2011
2436.HK,0.0,0.0,,0.0,63.06,177.18,173.32,36.76,,,,-22.17,-22.17,2.0,2.0,,CNY,2019
2456.TW,16.02,0.96,0.63,10.33,20.11,25.85,10.77,24.32,28.32,25.66,,5.95,5.72,0.0,0.0,,TWD,2011
2499.TW,-0.26,-0.78,0.0,3.75,-6.82,,,-5.91,,,,-51.62,-16.2,1.0,2.0,,TWD,2010
24STOR.ST,280.57,2.18,2.63,1.46,35.15,-3.51,-53.86,21.5,28.35,27.94,,-1.25,0.21,2.0,2.0,,SEK,2017
2599.HK,1.02,0.06,-0.01,0.36,62.35,,,17.61,83.44,83.14,,1.18,0.86,2.0,3.0,,CNY,2017
2606.HK,12.56,2.57,0.58,-5.24,42.76,55.63,61.06,62.0,79.38,83.77,,20.01,19.75,0.0,0.0,,CNY,2016
2608.HK,0.68,0.09,-0.01,4.39,3.26,1.74,16.24,13.26,27.78,26.61,,2.71,2.02,1.0,2.0,,CNY,2012
2699.HK,-0.03,1.01,-0.0,4.81,-35.26,-9.83,,-0.87,-41.7,-39.78,,-8.66,-2.28,2.0,3.0,,CNY,2014
2729.T,-13.65,1.38,0.08,-0.08,-1.14,,,5.0,6.67,6.68,,2.84,3.38,1.0,1.0,,JPY,2012
2768.HK,0.39,0.04,-0.01,17.97,35.0,41.03,23.89,31.23,45.05,38.19,,3.64,3.31,0.0,1.0,,CNY,2014
2788.HK,-56.55,1.19,3.25,-0.1,-9.66,,,-5.96,-6.68,-6.69,,3.05,2.96,1.0,1.0,,USD,2011
2823.TW,9.67,0.84,1.08,1.59,8.22,-100.0,12.99,13.15,20.79,20.46,,0.66,0.64,0.0,0.0,,TWD,2011
2841.TW,-1.11,0.11,0.0,1.9,-15.05,,,8.95,11.29,11.08,,-1.05,3.69,1.0,5.0,,TWD,2011
2868.HK,0.0,0.0,,7.6,12.23,13.5,-6.13,21.06,19.92,18.52,,1.14,2.12,0.0,1.0,,CNY,2011
2936.TW,13.83,1.45,-1.4,20.73,-2.12,8.99,-5.33,3.24,5.02,4.16,,2.16,3.08,2.0,3.0,,TWD,2012
2CU.DE,13.28,4.76,0.07,-0.89,-1.64,-5.69,-4.95,3.97,-11.44,-11.54,,6.11,5.37,1.0,3.0,,USD,2012
2FB.DE,26.95,3.4,0.56,-1.92,8.78,22.0,25.74,8.3,2.84,2.9,,15.88,15.21,0.0,0.0,,USD,2012
2FI.DE,0.0,0.0,,2.65,4.26,-0.76,-36.32,2.48,12.77,12.44,,4.8,3.01,1.0,4.0,,EUR,2011
2HRA.DE,4.14,0.39,0.01,2.21,-0.37,13.6,68.24,3.88,5.58,5.46,,2.0,2.18,2.0,4.0,,EUR,2012
300038.SZ,-0.25,0.26,-0.0,12.93,20.37,,,17.32,6.53,5.78,,-42.26,-16.4,2.0,2.0,,CNY,2012
300312.SZ,-0.39,-0.48,0.0,3.02,-29.26,,,-6.07,,,,-47.4,-19.72,2.0,3.0,,CNY,2011
3053.T,-2.84,3.36,-0.03,10.24,15.35,,31.26,24.29,31.06,28.17,,-8.6,0.64,2.0,2.0,,JPY,2012
3098.T,0.0,0.0,,1.86,1.45,2.1,-8.22,4.16,8.61,8.46,,4.46,4.11,0.0,1.0,,JPY,2012
3300.HK,1.67,0.46,0.0,0.93,7.92,,,6.85,2.75,2.72,,2.11,0.31,1.0,2.0,,CNY,2012
3321.HK,-17.01,1.79,0.17,-100.0,17.0,,-100.0,43.18,47.14,47.14,,10.72,16.39,1.0,1.0,,MOP,2015
3333.HK,0.64,0.14,-0.1,-1.58,26.32,14.93,13.52,32.81,18.17,18.46,,2.16,2.4,0.0,1.0,,CNY,2011
3358.HK,11.78,1.16,18.86,0.0,13.34,29.03,34.42,16.32,19.53,19.53,,4.54,4.92,0.0,1.0,,USD,2014
3376.T,0.0,0.0,,0.0,-4.39,,,5.36,5.84,5.84,,3.5,5.33,2.0,2.0,,JPY,2012
3378.HK,7.32,0.96,0.37,0.0,24.24,11.76,6.42,14.54,4.05,4.05,,3.2,4.38,0.0,0.0,,CNY,2012
3383.TW,-0.66,-2.09,-0.01,1.0,-19.61,-25.11,-20.12,-15.45,-35.81,-35.45,,-7.41,-11.62,4.0,6.0,,TWD,2012
3389.HK,0.0,0.18,0.0,-0.9,-100.0,-100.0,-100.0,-13.09,-5.74,-5.8,100.0,,,,,,CNY,2013
3486.T,7.67,1.89,0.05,-7.69,23.41,34.56,55.26,32.58,37.28,40.39,,5.51,5.65,0.0,0.0,,JPY,2015
3616.HK,0.87,0.15,0.11,0.0,17.75,21.71,29.22,15.54,40.47,40.47,,3.78,3.08,0.0,0.0,,CNY,2015
3658.HK,5.01,0.87,0.08,-3.17,53.06,54.89,64.82,36.99,37.22,38.44,,10.52,10.52,1.0,1.0,,CNY,2018
3658.T,40.3,5.98,1.94,3.04,28.92,8.84,7.35,27.05,21.43,20.8,,4.72,13.21,0.0,7.0,,JPY,2012
3663.HK,0.0,0.0,,3.25,14.95,,,13.02,-7.57,-7.33,,-7.03,-1.36,2.0,3.0,,CNY,2011
3667.T,-11.8,7.22,-0.28,13.44,5.16,,,8.88,6.42,5.66,,-58.14,-37.08,3.0,5.0,,JPY,2011
3751.T,0.0,0.0,,5.8,4.58,-12.44,,6.69,5.83,5.51,,0.13,11.97,2.0,8.0,,JPY,2012
3768.HK,2.27,0.17,-0.84,5.24,17.82,12.71,-0.43,18.08,9.63,9.15,,3.88,5.02,0.0,0.0,,CNY,2014
3789.HK,3.07,0.41,0.08,0.0,15.45,-2.35,-0.76,18.53,32.85,32.85,,10.34,16.38,0.0,1.0,,HKD,2014
3883.HK,0.5,0.16,0.01,0.36,41.29,37.72,32.84,38.82,12.76,12.72,,1.52,1.69,0.0,0.0,,CNY,2011
3906.T,1039.64,70.19,-15.76,42.68,22.75,30.72,-17.33,38.49,42.6,29.86,,5.86,5.43,0.0,3.0,,JPY,2013
3966.HK,0.0,0.0,,6.84,19.42,59.11,47.64,71.03,85.9,80.4,,18.09,18.37,1.0,1.0,,HKD,2011
3966.T,190.69,20.93,1.76,6.69,42.54,,30.59,46.67,47.63,44.65,,-11.53,-3.13,2.0,2.0,,JPY,2015
3992.HK,10.47,1.72,0.08,-3.75,11.7,27.93,37.89,18.41,30.42,31.6,,9.71,9.04,1.0,1.0,,HKD,2016
3IINFOTECH.NS,0.0,0.0,,26.71,-10.67,,,-10.58,-4.76,-3.75,,11.91,-14.0,0.0,4.0,,INR,2012
3RG.WA,30.93,2.04,0.73,20.67,6.49,,,6.97,,,,-240.71,-128.94,1.0,4.0,,PLN,2010
4030.SR,11.47,1.01,-0.13,5.59,7.32,-14.7,-14.52,7.74,5.68,5.38,,3.5,5.01,1.0,2.0,,SAR,2012
4099.T,10.11,0.92,0.47,-0.71,2.72,5.33,9.66,6.58,6.8,6.85,,,,,,,JPY,2013
4141.TW,-12.23,0.88,-0.45,3.75,3.64,-22.47,,5.85,1.0,0.97,,-2.83,-0.35,3.0,5.0,,TWD,2012
4142.SR,0.0,0.0,,-100.0,4.31,14.01,-100.0,6.88,1.59,1.59,,5.68,5.68,0.0,0.0,,SAR,2018
4160.SR,246.63,-3.38,-0.11,0.0,-43.78,,23.43,-14.82,,,,-517.62,-288.36,1.0,1.0,,SAR,2010
4282.T,0.0,0.0,,10.78,8.49,-4.73,-10.58,13.03,13.63,12.31,,5.63,6.4,0.0,1.0,,JPY,2011
4332.SR,-7.03,0.95,0.01,0.0,-58.45,,,-2.33,-5.92,-5.92,,-2.15,-2.15,1.0,1.0,,SAR,2018
4339.SR,22.44,1.12,0.11,0.0,3.65,19.25,48.68,2.54,-5.0,-5.0,,1.63,1.63,0.0,0.0,,SAR,2019
4342.SR,-69.43,0.0,0.79,-100.0,7.29,10.21,-25.19,15.95,-100.0,-100.0,,4.62,4.62,1.0,1.0,,SAR,2018
4563.T,-1.49,0.68,0.01,19.44,-19.35,27.26,5.5,39.58,41.14,34.44,,-38.53,-56.63,4.0,8.0,,JPY,2012
4720.TW,48.15,0.9,-0.66,3.34,4.45,-4.2,-11.23,8.22,2.55,2.47,,1.71,2.69,0.0,3.0,,TWD,2012
4943.TW,-1.4,9.85,0.0,-0.6,8.66,65.06,,11.66,4.36,4.39,,-14.01,-3.12,1.0,2.0,,TWD,2012
4BSB.DE,0.0,0.0,,3.98,11.47,-10.96,-17.52,2.42,3.22,3.09,,-3.22,-40.34,2.0,4.0,,EUR,2009
4CE.AX,0.0,0.0,,57.64,-100.0,-6.98,-35.53,-2.75,-7.74,-4.91,,-811.39,-342.2,2.0,2.0,,AUD,2011
4JMA.DE,0.0,0.0,,5.31,14.48,-0.1,-5.17,70.76,314.3,298.47,,-80.42,-116.83,3.0,3.0,,EUR,2017
4XT.DE,-7.56,14.23,-0.15,30.23,-100.0,184.64,124.46,2.88,-40.1,-30.79,,-217.16,-217.16,3.0,3.0,,CAD,2018
5243.TW,18.12,1.89,49.65,0.86,6.97,12.57,6.56,2.63,2.4,2.38,,4.65,4.35,0.0,0.0,,TWD,2012
5306.TWO,10.06,3.09,0.17,-0.51,21.4,29.92,26.67,21.65,21.66,21.78,,13.65,13.38,0.0,0.0,,TWD,2012
5358.T,17.47,1.85,-1.18,-0.09,0.1,9.27,24.17,1.92,13.01,13.02,,9.14,6.6,0.0,1.0,,JPY,2012
544.SI,14.17,1.11,-0.29,0.41,-1.65,-13.82,-13.92,-1.89,-2.04,-2.03,,6.99,7.28,0.0,1.0,,SGD,2012
5690.T,0.0,0.0,,-16.22,-15.01,-13.97,-12.5,-0.05,6.55,7.82,,5.64,5.64,0.0,0.0,,JPY,2018
5907.TW,-7.91,0.43,0.09,0.12,-17.38,-10.58,,2.7,-3.2,-3.19,,0.85,1.73,2.0,2.0,,TWD,2012
5EA.DE,395.72,1.44,9.99,5.36,8.57,,8.58,15.27,1.41,1.34,,-4.16,10.33,2.0,6.0,,USD,2015
5FB.DE,-4.71,3.1,0.07,3.48,52.05,88.63,76.5,34.53,,,,-18.96,-7.42,2.0,5.0,,USD,2012
5GN.AX,0.0,0.0,,34.8,-100.0,-100.0,-100.0,123.64,93.3,69.21,,-6.62,-5.3,3.0,4.0,,AUD,2017
600090.SS,-0.17,0.1,0.0,16.38,-2.6,,,21.44,28.08,24.13,,-9.01,0.02,1.0,1.0,,CNY,2011
600091.SS,-6.4,0.4,0.03,4.43,-6.27,-3.03,,-1.17,4.62,4.42,,-1.27,-2.71,2.0,4.0,,CNY,2012
600093.SS,-0.75,-0.11,-0.01,14.81,8.42,,,12.62,,,,-36.05,-13.11,2.0,2.0,,CNY,2012
600115.SS,-4.77,2.72,1.84,4.53,-2.66,,,9.87,9.9,9.47,,-1.77,0.52,2.0,2.0,,CNY,2012
600139.SS,-2.46,-0.82,0.01,-0.0,-18.4,-17.92,,-15.09,,,,-119.49,-55.52,1.0,1.0,,CNY,2012
600145.SS,-3.92,1.03,0.0,-0.47,-34.83,-8.68,21.35,12.44,10.92,10.97,,-5.51,-840.06,2.0,1.0,,CNY,2011
600146.SS,-0.25,0.23,0.01,10.01,7.27,8.03,12.15,13.66,10.13,9.21,,-43.12,-23.91,2.0,5.0,,CNY,2011
600209.SS,-9.59,1.53,-0.29,0.08,-15.56,20.19,,-7.99,-7.52,-7.52,,-8.16,-4.92,3.0,5.0,,CNY,2012
600260.SS,-1.56,-0.22,0.0,3.4,-10.04,,,-2.23,,,,-47.02,-19.82,1.0,1.0,,CNY,2012
600275.SS,-7.2,27.51,-0.86,0.04,26.69,6.62,,-11.95,-32.29,-32.28,,-18.97,-12.57,3.0,6.0,,CNY,2012
600291.SS,11.77,0.54,0.12,12.32,-15.69,-24.3,-9.18,-18.78,-2.93,-2.61,,-76.72,-33.9,1.0,1.0,,CNY,2012
600311.SS,-2.92,-2.26,-0.09,-0.01,14.61,,,-1.97,,,,-28.2,-13.46,2.0,5.0,,CNY,2012
600385.SS,-139.53,9.21,-1.62,-0.28,32.09,,-24.66,20.83,,,,-3.31,3.36,2.0,6.0,,CNY,2012
600530.SS,43.27,1.85,-0.74,-0.51,-0.38,23.21,-8.09,-3.45,-5.59,-5.62,,-7.42,-0.62,2.0,2.0,,CNY,2012
600555.SS,-1.44,0.55,0.12,-0.11,-1.26,20.11,2.83,-5.24,-10.12,-10.14,,-13.91,-6.24,4.0,5.0,,CNY,2012
600652.SS,-13.22,0.6,0.07,4.55,-42.0,,,-6.03,5.72,5.47,,-23.37,-13.23,1.0,2.0,,CNY,2012
600695.SS,16.7,0.57,0.08,0.51,-12.74,,,4.86,9.37,9.33,,3.01,4.62,1.0,2.0,,CNY,2012
600856.SS,-0.05,-0.05,0.0,12.91,8.95,,,39.74,,,,-30.77,-11.79,2.0,2.0,,CNY,2012
600870.SS,-71.65,42.28,0.14,3.86,-27.99,,,-17.67,-23.55,-22.68,,2.41,-57.23,1.0,2.0,,CNY,2012
600890.SS,-7.17,0.99,-0.17,1.58,-15.71,4.4,5.89,-4.25,-4.24,-4.17,,-9.54,-5.01,3.0,5.0,,CNY,2012
600896.SS,-4.09,0.59,0.01,6.64,-21.25,8.14,-9.14,-8.05,1.7,1.6,,-5.3,-5.62,2.0,5.0,,CNY,2012
601333.SS,-28.07,1.0,0.36,0.0,3.3,,,1.45,0.54,0.54,,-0.03,1.83,2.0,2.0,,CNY,2012
6014.SR,31.8,9.92,0.29,1.11,24.83,74.69,110.41,22.61,51.12,50.55,,13.09,13.09,0.0,0.0,,SAR,2020
601869.SS,37.87,2.74,1.24,2.14,8.89,4.87,4.74,18.51,26.31,25.76,,6.25,7.93,0.0,2.0,,CNY,2013
601963.SS,18.3,0.55,-0.18,8.34,-100.0,-100.0,-100.0,16.54,21.41,19.76,100.0,,,,,,CNY,2013
603157.SS,-0.39,-0.22,-0.01,5.14,-19.15,,,0.25,,,,-30.38,-8.44,3.0,3.0,,CNY,2012
603996.SS,-0.27,-0.05,-0.0,3.29,-58.07,,,-5.89,,,,-105.51,-44.05,3.0,3.0,,CNY,2012
6054.T,15.28,2.36,1.24,-0.32,7.05,,,6.39,7.18,7.21,,-5.88,2.85,2.0,4.0,,JPY,2012
6058.HK,17.86,0.16,0.16,0.0,26.91,37.85,11.41,34.24,39.79,39.79,,-0.94,-0.02,2.0,2.0,,HKD,2014
6093.HK,20.09,3.31,0.94,6.67,35.31,37.14,27.87,42.46,52.88,49.57,,7.86,8.37,0.0,0.0,,CNY,2016
6111.HK,-0.17,0.02,0.0,0.53,43.08,,,27.83,8.07,8.03,,1.33,1.01,1.0,2.0,,CNY,2015
6139.HK,0.0,0.0,,0.0,3.11,-9.04,-18.18,1.96,-8.53,-8.53,,1.38,2.49,0.0,1.0,,CNY,2013
6161.HK,4.04,0.74,0.03,4.82,8.27,2.1,-1.14,11.57,8.15,7.78,,-4.68,0.32,2.0,3.0,,HKD,2013
6166.HK,22.88,0.59,-0.31,0.83,2.93,-4.0,-17.98,10.13,31.28,31.02,,5.11,6.87,1.0,1.0,,CNY,2013
6168.HK,-10.14,-0.89,-0.12,7.48,-14.65,-20.62,,-4.2,,,,-84.51,-38.28,1.0,3.0,,CNY,2012
6172.TW,49.86,1.86,4.49,0.0,7.46,-33.29,,3.61,6.38,6.38,,1.42,1.94,0.0,1.0,,TWD,2011
6183.HK,0.57,0.04,-0.03,10.44,16.55,-4.19,-13.29,28.37,28.81,26.08,,7.96,13.27,0.0,0.0,,CNY,2014
6189.HK,-0.15,0.26,0.0,1.2,-11.57,-47.61,,5.21,2.06,2.03,,-13.24,-2.2,2.0,2.0,,CNY,2013
6201.TW,13.08,1.66,14.61,0.01,-0.77,6.58,6.55,0.53,0.37,0.37,,8.03,6.78,0.0,1.0,,TWD,2012
6251.TW,16.51,0.97,-0.54,-1.29,4.37,,,4.44,1.95,1.97,,1.82,0.71,1.0,5.0,,TWD,2012
6289.TW,-2.17,-2.55,-0.02,3.22,-29.29,-53.55,-43.6,-24.83,-56.24,-54.49,,-15.34,-20.5,2.0,7.0,,TWD,2012
6291.T,10.96,0.92,0.32,1.65,8.68,22.69,26.18,5.52,4.92,4.84,,4.9,3.29,0.0,2.0,,JPY,2012
6541.T,0.47,0.16,0.01,-12.01,27.71,49.61,39.97,56.21,56.94,64.71,,19.85,20.51,0.0,0.0,,JPY,2015
6553.T,1306.61,59.13,-14.1,50.39,19.21,-2.32,-33.95,21.35,40.0,26.6,,5.92,7.89,2.0,2.0,,JPY,2015
6573.TW,-7.04,1.46,-0.23,6.43,3.07,,,6.65,7.75,7.28,,-4.58,0.42,3.0,3.0,,TWD,2014
6613.TWO,8.85,2.6,0.22,19.65,-100.0,-100.0,-100.0,21.88,25.1,20.97,,10.44,7.28,0.0,2.0,,TWD,2013
6688.HK,0.0,0.0,,0.0,35.81,20.76,56.04,42.5,71.61,71.61,,3.84,4.33,1.0,1.0,,CNY,2017
6695.TWO,41.34,2.36,0.15,4.15,0.64,1.38,-4.34,12.38,12.0,11.52,,-7.06,-4.68,3.0,5.0,,TWD,2015
6702.TW,0.0,0.0,0.0,4.5,10.02,221.89,,13.84,6.12,5.85,,,-0.95,,1.0,,TWD,2009
6839.T,0.0,0.0,,0.0,-11.68,,-48.11,-9.24,-9.23,-9.23,,-7.78,-7.71,1.0,5.0,,JPY,2012
6869.HK,11.15,0.81,0.4,2.14,8.89,4.87,4.74,18.51,26.31,25.76,,6.25,7.93,0.0,2.0,,CNY,2013
688086.SS,-0.68,0.09,0.0,-100.0,31.52,,,48.41,62.0,62.0,,3.17,5.61,1.0,2.0,,CNY,2013
6880.HK,-0.63,-11.66,-0.07,3.21,7.24,,,0.96,,,,-17.61,-7.32,3.0,3.0,,HKD,2012
688555.SS,-1.88,0.12,0.04,22.93,35.44,21.92,10.1,47.07,49.48,40.25,,11.25,11.2,1.0,1.0,,CNY,2016
68HN.L,0.0,0.0,,-100.0,-8.73,0.98,-100.0,4.66,,,,-4.19,0.09,1.0,2.0,,GBP,2012
6916.T,12.44,0.59,-0.47,-0.14,4.37,22.34,16.12,6.27,5.66,5.67,,4.53,3.82,0.0,1.0,,JPY,2012
6918.HK,8.1,0.48,2.11,0.03,5.81,0.09,-4.91,24.87,24.17,24.16,,4.94,6.78,0.0,0.0,,CNY,2016
6LA.DE,0.0,0.0,,0.8,3.68,8.42,43.86,6.0,4.08,4.05,,12.77,14.4,0.0,1.0,,USD,2011
6VR.IR,-18.61,16.8,0.93,7.77,31.39,76.82,58.74,416.21,-100.0,-92.79,,-118.66,-712.69,3.0,1.0,,EUR,2017
7164.KL,-0.96,0.34,-0.03,11.56,-4.13,,,0.01,-0.35,-0.32,,,,,,,MYR,2011
7363.T,136.32,2.44,26.62,4.72,28.77,,,75.65,76.07,72.64,,8.18,8.18,1.0,1.0,,JPY,2018
7765.KL,2108.07,14.07,-63.24,2.27,-2.51,23.79,,1.32,3.23,3.15,,1.09,0.39,1.0,3.0,,MYR,2012
7821.T,19.93,2.32,0.41,3.8,11.32,11.59,13.44,15.39,14.28,13.76,,7.47,8.02,0.0,0.0,,JPY,2012
7862.T,39.71,1.01,0.46,0.0,-0.44,-2.42,-2.79,1.84,1.93,1.93,,1.61,2.69,0.0,1.0,,JPY,2012
